Data,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,,,,,
09/03/2026,135561,Modetec,AF - BRUNO FOSTER,0,0,0, R$  -   ,,,,135561,NLH,,,
09/03/2026,176441,pix176441,AF - BRUNO FOSTER,0,0,0, R$  -   ,,,,176441,NLH,,,
09/03/2026,177933,exe;,AF - BRUNO FOSTER,0,9,"661,25"," R$  670,25 ","0,00%","1,34%","98,66%",177933,PLO6,,,
09/03/2026,182597,pix182597,AF - BRUNO FOSTER,"0,83",0,"69,18"," R$  70,01 ","1,19%","0,00%","98,81%",182597,PLO6,,,
09/03/2026,178109,kawehzin,AF - BRUNO FOSTER,"1,88",0,"22,32"," R$  24,20 ","7,77%","0,00%","92,23%",178109,PLO6,,,
09/03/2026,175259,Igoandrad,AF - BRUNO FOSTER,"10,52",0,"0,04"," R$  10,56 ","99,62%","0,00%","0,38%",175259,NLH,,,
09/03/2026,145871,DeputadiM,AF - BRUNO FOSTER,0,30,0," R$  30,00 ","0,00%","100,00%","0,00%",145871,MTT,,,
09/03/2026,177258,????,AF - BRUNO FOSTER,0,0,0, R$  -   ,,,,177258,NLH,,,
09/03/2026,184733,pix184733,AF - BRUNO FOSTER,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",184733,MTT,,,
09/03/2026,177800,??????,AF - BRUNO FOSTER,0,0,0, R$  -   ,,,,177800,NLH,,,
09/03/2026,188742,JALVESPOKER,AF - TRAF. BRUNO F.,"1,99","275,6",0," R$  277,59 ","0,72%","99,28%","0,00%",188742,MTT,,,
09/03/2026,172458,radar55,AF - TRAF. BRUNO F.,"45,16","6,4","126,52"," R$  178,08 ","25,36%","3,59%","71,05%",172458,PLO6,,,
09/03/2026,193379,pix193379,AF - TRAF. BRUNO F.,0,"1,9",0," R$  1,90 ","0,00%","100,00%","0,00%",193379,MTT,,,
09/03/2026,193435,manny,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,193435,NLH,,,
09/03/2026,192961,pix192961,AF - TRAF. BRUNO F.,0,0,"93,62"," R$  93,62 ","0,00%","0,00%","100,00%",192961,PLO6,,,
09/03/2026,189972,pix189972,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,189972,NLH,,,
09/03/2026,192934,pix192934,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,192934,NLH,,,
09/03/2026,130726,Douglas Pablo,AF - TRAF. BRUNO F.,0,0,"10,95"," R$  10,95 ","0,00%","0,00%","100,00%",130726,PLO6,,,
09/03/2026,193763,smdkbz,AF - TRAF. BRUNO F.,"4,56","33,4",0," R$  37,96 ","12,01%","87,99%","0,00%",193763,MTT,,,
09/03/2026,188323,pix188323,AF - TRAF. BRUNO F.,"1,1",15,0," R$  16,10 ","6,83%","93,17%","0,00%",188323,MTT,,,
09/03/2026,116797,Virusz33,AF - TRAF. BRUNO F.,0,"2,5",0," R$  2,50 ","0,00%","100,00%","0,00%",116797,MTT,,,
09/03/2026,191574,pix191574,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,191574,NLH,,,
09/03/2026,189242,LekoTR,AF - TRAF. BRUNO F.,"1,41",0,"16,28"," R$  17,69 ","7,97%","0,00%","92,03%",189242,PLO6,,,
09/03/2026,191653,pix191653,AF - TRAF. BRUNO F.,"4,23",0,0," R$  4,23 ","100,00%","0,00%","0,00%",191653,NLH,,,
09/03/2026,191465,MynssenAA,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,191465,NLH,,,
09/03/2026,193712,pix193712,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,193712,NLH,,,
09/03/2026,191973,pix191973,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,191973,NLH,,,
09/03/2026,193596,passamai,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,193596,NLH,,,
09/03/2026,193004,AleeKK,AF - TRAF. BRUNO F.,0,"1,5",0," R$  1,50 ","0,00%","100,00%","0,00%",193004,MTT,,,
09/03/2026,188027,meu bilu-bilu,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,188027,NLH,,,
09/03/2026,192350,pix192350,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,192350,NLH,,,
09/03/2026,193548,pix193548,AF - TRAF. BRUNO F.,0,0,0, R$  -   ,,,,193548,NLH,,,
09/03/2026,180389,VivianSaliba??,AF - RYAN CARVALHO,"251,84",0,0," R$  251,84 ","100,00%","0,00%","0,00%",180389,NLH,,,
09/03/2026,124057,phmb06,AF - RYAN CARVALHO,0,0,"24,7"," R$  24,70 ","0,00%","0,00%","100,00%",124057,PLO6,,,
09/03/2026,173878,Romário Barreto,AF - RYAN CARVALHO,0,"2,1",0," R$  2,10 ","0,00%","100,00%","0,00%",173878,MTT,,,
09/03/2026,181833,Cozinheiro Hemp,AF - RYAN CARVALHO,0,"23,6","11,92"," R$  35,52 ","0,00%","66,44%","33,56%",181833,MTT,,,
09/03/2026,173807,pix palmeiras @,AF - RYAN CARVALHO,"1,71","59,8","287,11"," R$  348,62 ","0,49%","17,15%","82,36%",173807,PLO6,,,
09/03/2026,180056,TILT????,AF - RYAN CARVALHO,0,"29,4","24,76"," R$  54,16 ","0,00%","54,28%","45,72%",180056,MTT,,,
09/03/2026,181523,Espelho,AF - RYAN CARVALHO,0,0,"1,15"," R$  1,15 ","0,00%","0,00%","100,00%",181523,PLO6,,,
09/03/2026,172090,Predador,AF - RYAN CARVALHO,0,0,"15,6"," R$  15,60 ","0,00%","0,00%","100,00%",172090,PLO6,,,
09/03/2026,181198,vitferrazpina,AF - RYAN CARVALHO,0,"20,4",0," R$  20,40 ","0,00%","100,00%","0,00%",181198,MTT,,,
09/03/2026,177343,vitindograu,AF - RYAN CARVALHO,0,"5,6",0," R$  5,60 ","0,00%","100,00%","0,00%",177343,MTT,,,
09/03/2026,177859,TARJA PRETA,AF - RYAN CARVALHO,0,"48,15","6,12"," R$  54,27 ","0,00%","88,72%","11,28%",177859,MTT,,,
09/03/2026,183010,Stanley,AF - RYAN CARVALHO,"5,91","50,2",0," R$  56,11 ","10,53%","89,47%","0,00%",183010,MTT,,,
09/03/2026,180237,aylla17,AF - RYAN CARVALHO,"19,97",1,"10,65"," R$  31,62 ","63,16%","3,16%","33,68%",180237,NLH,,,
09/03/2026,182977,yurii7,AF - RYAN CARVALHO,"1,51","7,7",0," R$  9,21 ","16,40%","83,60%","0,00%",182977,MTT,,,
09/03/2026,183220,lixodepoker,AF - RYAN CARVALHO,0,0,0, R$  -   ,,,,183220,NLH,,,
09/03/2026,180636,lampiao.•.,AF - RYAN CARVALHO,0,"4,6",0," R$  4,60 ","0,00%","100,00%","0,00%",180636,MTT,,,
09/03/2026,160167,Tapana2,AF - RYAN CARVALHO,0,"2,7",0," R$  2,70 ","0,00%","100,00%","0,00%",160167,MTT,,,
09/03/2026,168944,tropa do 7,AF - RYAN CARVALHO,"3,1",0,"0,69"," R$  3,79 ","81,79%","0,00%","18,21%",168944,NLH,,,
09/03/2026,186210,joaoboka,AF - RYAN CARVALHO,0,0,0, R$  -   ,,,,186210,NLH,,,
09/03/2026,180746,PIX MENGÃO,AF - RYAN CARVALHO,0,0,"5,36"," R$  5,36 ","0,00%","0,00%","100,00%",180746,PLO6,,,
09/03/2026,183560,lampiao007,AF - RYAN CARVALHO,1,0,"4,14"," R$  5,14 ","19,46%","0,00%","80,54%",183560,PLO6,,,
09/03/2026,181197,vicadas,AF - RYAN CARVALHO,0,"1,6",0," R$  1,60 ","0,00%","100,00%","0,00%",181197,MTT,,,
09/03/2026,119117,Joao Vilela,AF - RYAN CARVALHO,"5,98",0,0," R$  5,98 ","100,00%","0,00%","0,00%",119117,NLH,,,
09/03/2026,181917,Carlos Andrade,AF - RYAN CARVALHO,0,"43,5",0," R$  43,50 ","0,00%","100,00%","0,00%",181917,MTT,,,
09/03/2026,190995,Jhon Arias,AF - ARTHUR CABRAL,"107,07",0,0," R$  107,07 ","100,00%","0,00%","0,00%",190995,NLH,,,
09/03/2026,173040,Careca1kGrau,AF - ARTHUR CABRAL,"0,49","0,4",0," R$  0,89 ","55,06%","44,94%","0,00%",173040,NLH,,,
09/03/2026,104400,pix127433,AF - ARTHUR CABRAL,0,0,"367,41"," R$  367,41 ","0,00%","0,00%","100,00%",104400,PLO6,,,
09/03/2026,125296,Smitt,AF - ARTHUR CABRAL,"186,13",0,"284,95"," R$  471,08 ","39,51%","0,00%","60,49%",125296,PLO6,,,
09/03/2026,179985,++++,AF - ARTHUR CABRAL,0,0,"826,05"," R$  826,05 ","0,00%","0,00%","100,00%",179985,PLO6,,,
09/03/2026,100473,FlaPix,AF - ARTHUR CABRAL,"1,68","2,5","23,72"," R$  27,90 ","6,02%","8,96%","85,02%",100473,PLO6,,,
09/03/2026,145461,opa,AF - ARTHUR CABRAL,0,0,"282,63"," R$  282,63 ","0,00%","0,00%","100,00%",145461,PLO6,,,
09/03/2026,159522,’BM’,AF - ARTHUR CABRAL,"21,96","67,6","18,38"," R$  107,94 ","20,34%","62,63%","17,03%",159522,MTT,,,
09/03/2026,172412,RamosGR,AF - ARTHUR CABRAL,"14,8","0,7","1,24"," R$  16,74 ","88,41%","4,18%","7,41%",172412,NLH,,,
09/03/2026,150716,Namikaze,AF - ARTHUR CABRAL,"0,61",5,0," R$  5,61 ","10,87%","89,13%","0,00%",150716,MTT,,,
09/03/2026,182625,guisatiroo,AF - ARTHUR CABRAL,0,"23,3",0," R$  23,30 ","0,00%","100,00%","0,00%",182625,MTT,,,
09/03/2026,194235,davidamico777,AF - ARTHUR CABRAL,"0,22","10,1","14,22"," R$  24,54 ","0,90%","41,16%","57,95%",194235,PLO6,,,
09/03/2026,143629,ThomAz Turbando,AF - ARTHUR CABRAL,0,10,"1038,98"," R$  1.048,98 ","0,00%","0,95%","99,05%",143629,PLO6,,,
09/03/2026,182616,urubu do pixe,AF - ARTHUR CABRAL,0,"13,5","94,17"," R$  107,67 ","0,00%","12,54%","87,46%",182616,PLO6,,,
09/03/2026,183813,modelas,AF - ARTHUR CABRAL,0,15,"181,77"," R$  196,77 ","0,00%","7,62%","92,38%",183813,PLO6,,,
09/03/2026,186161,Kadu Martins,AF - ARTHUR CABRAL,0,0,"28,95"," R$  28,95 ","0,00%","0,00%","100,00%",186161,PLO6,,,
09/03/2026,123425,Lisura,AF - ARTHUR CABRAL,0,0,"910,24"," R$  910,24 ","0,00%","0,00%","100,00%",123425,PLO6,,,
09/03/2026,187576,ALL IN.,AF - ARTHUR CABRAL,"5,63",0,"48,21"," R$  53,84 ","10,46%","0,00%","89,54%",187576,PLO6,,,
09/03/2026,179903,farmaciaa,AF - ARTHUR CABRAL,0,0,"1039,99"," R$  1.039,99 ","0,00%","0,00%","100,00%",179903,PLO6,,,
09/03/2026,193500,td pra ca,AF - ARTHUR CABRAL,0,"0,1","62,04"," R$  62,14 ","0,00%","0,16%","99,84%",193500,PLO6,,,
09/03/2026,177979,GolD,AF - ARTHUR CABRAL,0,0,"1543,45"," R$  1.543,45 ","0,00%","0,00%","100,00%",177979,PLO6,,,
09/03/2026,151720,Merlin,AF - ARTHUR CABRAL,0,"5,1",0," R$  5,10 ","0,00%","100,00%","0,00%",151720,MTT,,,
09/03/2026,170941,OldPlayerBR,AF - ARTHUR CABRAL,"11,25",0,"42,73"," R$  53,98 ","20,84%","0,00%","79,16%",170941,PLO6,,,
09/03/2026,180496,Supremo359,AF - ARTHUR CABRAL,0,0,"59,84"," R$  59,84 ","0,00%","0,00%","100,00%",180496,PLO6,,,
09/03/2026,159377,papaléguas?,AF - ARTHUR CABRAL,"7,79",0,0," R$  7,79 ","100,00%","0,00%","0,00%",159377,NLH,,,
09/03/2026,160830,LeandroFloriani,AF - ARTHUR CABRAL,"3,29",0,0," R$  3,29 ","100,00%","0,00%","0,00%",160830,NLH,,,
09/03/2026,181036,pix181036,AF - ARTHUR CABRAL,0,"0,7",0," R$  0,70 ","0,00%","100,00%","0,00%",181036,MTT,,,
09/03/2026,110272,A NO TURN,AF - ARTHUR CABRAL,0,"1,8",0," R$  1,80 ","0,00%","100,00%","0,00%",110272,MTT,,,
09/03/2026,132383,pix132383,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,132383,NLH,,,
09/03/2026,145206,José Isaac,AF - ARTHUR CABRAL,"20,9","0,2",0," R$  21,10 ","99,05%","0,95%","0,00%",145206,NLH,,,
09/03/2026,148618,Rei do bleff,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,148618,NLH,,,
09/03/2026,155888,Vergil,AF - ARTHUR CABRAL,"0,28",0,0," R$  0,28 ","100,00%","0,00%","0,00%",155888,NLH,,,
09/03/2026,171967,chico bala,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,171967,NLH,,,
09/03/2026,154992,Laiho.W.F,AF - ARTHUR CABRAL,"14,66","2,6","7,44"," R$  24,70 ","59,35%","10,53%","30,12%",154992,NLH,,,
09/03/2026,173038,JaxT???,AF - ARTHUR CABRAL,"84,8","8,1","8,21"," R$  101,11 ","83,87%","8,01%","8,12%",173038,NLH,,,
09/03/2026,177717,regularizando,AF - ARTHUR CABRAL,"64,78","1,5","6,04"," R$  72,32 ","89,57%","2,07%","8,35%",177717,NLH,,,
09/03/2026,115718,Gladiador+,AF - ARTHUR CABRAL,0,"142,5",0," R$  142,50 ","0,00%","100,00%","0,00%",115718,MTT,,,
09/03/2026,150117,change,AF - ARTHUR CABRAL,0,103,0," R$  103,00 ","0,00%","100,00%","0,00%",150117,MTT,,,
09/03/2026,163134,guaraciaba,AF - ARTHUR CABRAL,"25,69",0,"3,3"," R$  28,99 ","88,62%","0,00%","11,38%",163134,NLH,,,
09/03/2026,100230,#NJR#,AF - ARTHUR CABRAL,0,0,"1,4"," R$  1,40 ","0,00%","0,00%","100,00%",100230,PLO6,,,
09/03/2026,112648,maniaco da praça,AF - ARTHUR CABRAL,0,0,"63,97"," R$  63,97 ","0,00%","0,00%","100,00%",112648,PLO6,,,
09/03/2026,106802,~Filho~,AF - ARTHUR CABRAL,"69,54",0,0," R$  69,54 ","100,00%","0,00%","0,00%",106802,NLH,,,
09/03/2026,125345,BR071,AF - ARTHUR CABRAL,0,1,"6,27"," R$  7,27 ","0,00%","13,76%","86,24%",125345,PLO6,,,
09/03/2026,150078,Shaco ?,AF - ARTHUR CABRAL,"12,98","6,2","0,69"," R$  19,87 ","65,32%","31,20%","3,47%",150078,NLH,,,
09/03/2026,159834,SoLamento,AF - ARTHUR CABRAL,"2,82","0,7",0," R$  3,52 ","80,11%","19,89%","0,00%",159834,NLH,,,
09/03/2026,172140,AdolfHitler,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,172140,NLH,,,
09/03/2026,172476,willasmir poker,AF - ARTHUR CABRAL,"0,97","0,1",0," R$  1,07 ","90,65%","9,35%","0,00%",172476,NLH,,,
09/03/2026,161607,Smoke,AF - ARTHUR CABRAL,"3,61","6,9","10,79"," R$  21,30 ","16,95%","32,39%","50,66%",161607,PLO6,,,
09/03/2026,127256,ILLUMINATUM7,AF - ARTHUR CABRAL,0,"9,1","45,36"," R$  54,46 ","0,00%","16,71%","83,29%",127256,PLO6,,,
09/03/2026,178732,LUIZ INACIL,AF - ARTHUR CABRAL,0,"27,1","17,78"," R$  44,88 ","0,00%","60,38%","39,62%",178732,MTT,,,
09/03/2026,147514,?Crazy?,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,147514,NLH,,,
09/03/2026,167813,Edivaldo ??,AF - ARTHUR CABRAL,0,0,"1,61"," R$  1,61 ","0,00%","0,00%","100,00%",167813,PLO6,,,
09/03/2026,132734,DADIM,AF - ARTHUR CABRAL,0,"0,8","5,25"," R$  6,05 ","0,00%","13,22%","86,78%",132734,PLO6,,,
09/03/2026,151971,Neto Sinuca Ipuense,AF - ARTHUR CABRAL,"6,18",0,0," R$  6,18 ","100,00%","0,00%","0,00%",151971,NLH,,,
09/03/2026,137720,zzzzz,AF - ARTHUR CABRAL,"1,35","3,3","53,82"," R$  58,47 ","2,31%","5,64%","92,05%",137720,PLO6,,,
09/03/2026,134707,GUGUINHA,AF - ARTHUR CABRAL,0,"1,1","56,18"," R$  57,28 ","0,00%","1,92%","98,08%",134707,PLO6,,,
09/03/2026,172353,GARRUDA27??,AF - ARTHUR CABRAL,"0,55",0,"12,71"," R$  13,26 ","4,15%","0,00%","95,85%",172353,PLO6,,,
09/03/2026,147389,Dlira14,AF - ARTHUR CABRAL,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",147389,MTT,,,
09/03/2026,159155,Fortunato.137,AF - ARTHUR CABRAL,"1,28",0,"3,41"," R$  4,69 ","27,29%","0,00%","72,71%",159155,PLO6,,,
09/03/2026,178476,FiscaldeFlop,AF - ARTHUR CABRAL,"5,87",0,0," R$  5,87 ","100,00%","0,00%","0,00%",178476,NLH,,,
09/03/2026,190446,50ejogaofino,AF - ARTHUR CABRAL,0,0,"2,62"," R$  2,62 ","0,00%","0,00%","100,00%",190446,PLO6,,,
09/03/2026,160253,Ryanlindo,AF - ARTHUR CABRAL,"0,43",0,0," R$  0,43 ","100,00%","0,00%","0,00%",160253,NLH,,,
09/03/2026,160576,MaiaIvysson,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,160576,NLH,,,
09/03/2026,132552,pix132552,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,132552,NLH,,,
09/03/2026,101714,seuZé,AF - ARTHUR CABRAL,0,0,"1,86"," R$  1,86 ","0,00%","0,00%","100,00%",101714,PLO6,,,
09/03/2026,128430,PixBot,AF - ARTHUR CABRAL,0,"168,1",0," R$  168,10 ","0,00%","100,00%","0,00%",128430,MTT,,,
09/03/2026,151781,doadorAA,AF - ARTHUR CABRAL,"1,6",0,0," R$  1,60 ","100,00%","0,00%","0,00%",151781,NLH,,,
09/03/2026,140207,Guaxa,AF - ARTHUR CABRAL,"4,79",0,0," R$  4,79 ","100,00%","0,00%","0,00%",140207,NLH,,,
09/03/2026,152533,linny smp nuts,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,152533,NLH,,,
09/03/2026,172397,Zeca74,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,172397,NLH,,,
09/03/2026,177052,BadPix,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,177052,NLH,,,
09/03/2026,184402,MELINDA,AF - ARTHUR CABRAL,0,0,0, R$  -   ,,,,184402,NLH,,,
09/03/2026,120690,myegss,AF - ARTHUR CABRAL,0,0,"8,65"," R$  8,65 ","0,00%","0,00%","100,00%",120690,PLO6,,,
09/03/2026,152896,juniorenaldo,AF - ARTHUR CABRAL,0,5,0," R$  5,00 ","0,00%","100,00%","0,00%",152896,MTT,,,
09/03/2026,100220,Martin Kabrhel,AF - RAPHAEL A.,0,0,"519,02"," R$  519,02 ","0,00%","0,00%","100,00%",100220,PLO6,,,
09/03/2026,102379,pix102379,AF - RAPHAEL A.,0,0,0, R$  -   ,,,,102379,NLH,,,
09/03/2026,193309,LLL3,AF - RAPHAEL A.,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",193309,MTT,,,
09/03/2026,194024,sabourenergtico,AF - RAPHAEL A.,0,0,"529,5"," R$  529,50 ","0,00%","0,00%","100,00%",194024,PLO6,,,
09/03/2026,145480,Douglas gba,AF - RAPHAEL A.,0,0,"226,72"," R$  226,72 ","0,00%","0,00%","100,00%",145480,PLO6,,,
09/03/2026,186000,trump,AF - RAPHAEL A.,"0,84",0,"227,94"," R$  228,78 ","0,37%","0,00%","99,63%",186000,PLO6,,,
09/03/2026,183282,ricardin,AF - RAPHAEL A.,0,0,"28,07"," R$  28,07 ","0,00%","0,00%","100,00%",183282,PLO6,,,
09/03/2026,134613,Rodrigo Junqueira,AF - RAFAEL HASS,0,0,"2145,6"," R$  2.145,60 ","0,00%","0,00%","100,00%",134613,PLO6,,,
09/03/2026,193828,Abravanel S.,AF - RAFAEL HASS,0,0,"2868,01"," R$  2.868,01 ","0,00%","0,00%","100,00%",193828,PLO6,,,
09/03/2026,136566,Papitolegal,AF - RAFAEL HASS,0,"7,5",0," R$  7,50 ","0,00%","100,00%","0,00%",136566,MTT,,,
09/03/2026,141799,Malboro,AF - LEONARDO DUARTE,0,0,"213,51"," R$  213,51 ","0,00%","0,00%","100,00%",141799,PLO6,,,
09/03/2026,161958,pix161958,AF - LEONARDO DUARTE,0,3,"932,65"," R$  935,65 ","0,00%","0,32%","99,68%",161958,PLO6,,,
09/03/2026,160920,mtzlm,AF - LEONARDO DUARTE,"1,29",0,0," R$  1,29 ","100,00%","0,00%","0,00%",160920,NLH,,,
09/03/2026,186673,GamblerAlencar,AF - LEONARDO DUARTE,0,41,0," R$  41,00 ","0,00%","100,00%","0,00%",186673,MTT,,,
09/03/2026,163664,Matuê do poker,AF - LEONARDO DUARTE,0,6,"91,58"," R$  97,58 ","0,00%","6,15%","93,85%",163664,PLO6,,,
09/03/2026,140103,Arranca,AF - LEONARDO DUARTE,0,0,"208,26"," R$  208,26 ","0,00%","0,00%","100,00%",140103,PLO6,,,
09/03/2026,109252,Jaspion,AF - LEONARDO DUARTE,0,0,"130,31"," R$  130,31 ","0,00%","0,00%","100,00%",109252,PLO6,,,
09/03/2026,161604,pix161604,AF - LEONARDO DUARTE,0,0,"86,03"," R$  86,03 ","0,00%","0,00%","100,00%",161604,PLO6,,,
09/03/2026,188005,jefelima81,AF - TRAF. RAMON P.,"4,75","10,3","68,84"," R$  83,89 ","5,66%","12,28%","82,06%",188005,PLO6,,,
09/03/2026,189476,SAMUKA YOSHI,AF - TRAF. RAMON P.,"2,13","0,1",0," R$  2,23 ","95,52%","4,48%","0,00%",189476,NLH,,,
09/03/2026,188621,Gutojr,AF - TRAF. RAMON P.,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",188621,MTT,,,
09/03/2026,193650,pix193650,AF - MATHEUS HENRIQU,"21,39","52,35","420,7"," R$  494,44 ","4,33%","10,59%","85,09%",193650,PLO6,,,
09/03/2026,111265,henry.22,AF - MATHEUS HENRIQU,0,0,"55,03"," R$  55,03 ","0,00%","0,00%","100,00%",111265,PLO6,,,
09/03/2026,161346,Sukuna,AF - MATHEUS HENRIQU,"23,02",0,0," R$  23,02 ","100,00%","0,00%","0,00%",161346,NLH,,,
09/03/2026,104340,Lobipiro,AF - MATHEUS HENRIQU,0,0,"10,62"," R$  10,62 ","0,00%","0,00%","100,00%",104340,PLO6,,,
09/03/2026,163207,R3ST4RT3,AF - MATHEUS HENRIQU,0,0,"2,75"," R$  2,75 ","0,00%","0,00%","100,00%",163207,PLO6,,,
09/03/2026,171678,ArmandoBestafera,AF - MATHEUS HENRIQU,0,0,"1,57"," R$  1,57 ","0,00%","0,00%","100,00%",171678,PLO6,,,
09/03/2026,167342,Dantas.96,CAMPANHA 1,"1,38",3,"26,71"," R$  31,09 ","4,44%","9,65%","85,91%",167342,PLO6,,,
09/03/2026,163069,Fserra,CAMPANHA 1,"0,27","0,1",0," R$  0,37 ","72,97%","27,03%","0,00%",163069,NLH,,,
09/03/2026,167526,mandiocagaucha,CAMPANHA 1,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",167526,MTT,,,
09/03/2026,169382,ÉoPessa,CAMPANHA 1,"2,88","2,1",0," R$  4,98 ","57,83%","42,17%","0,00%",169382,NLH,,,
09/03/2026,176514,roots,CAMPANHA 1,"0,2","0,3",0," R$  0,50 ","40,00%","60,00%","0,00%",176514,MTT,,,
09/03/2026,179799,JUJUBA25,CAMPANHA 1,0,0,0, R$  -   ,,,,179799,NLH,,,
09/03/2026,184372,GatoPreto,CAMPANHA 1,"12,71","4,4",0," R$  17,11 ","74,28%","25,72%","0,00%",184372,NLH,,,
09/03/2026,186891,Andre f 16,CAMPANHA 1,0,"2,5","42,07"," R$  44,57 ","0,00%","5,61%","94,39%",186891,PLO6,,,
09/03/2026,162008,pix162008,CAMPANHA 1,"2,05","0,1","878,21"," R$  880,36 ","0,23%","0,01%","99,76%",162008,PLO6,,,
09/03/2026,180921,pix180921,CAMPANHA 1,0,"9,02",0," R$  9,02 ","0,00%","100,00%","0,00%",180921,MTT,,,
09/03/2026,151879,badbeat,CAMPANHA 1,"13,95","4,3","25,78"," R$  44,03 ","31,68%","9,77%","58,55%",151879,PLO6,,,
09/03/2026,173626,pix173626,CAMPANHA 1,0,0,"443,32"," R$  443,32 ","0,00%","0,00%","100,00%",173626,PLO6,,,
09/03/2026,185612,pix185612,CAMPANHA 1,0,"1,5","354,8"," R$  356,30 ","0,00%","0,42%","99,58%",185612,PLO6,,,
09/03/2026,166567,77brunoaraujo,CAMPANHA 1,"55,82",0,"3,23"," R$  59,05 ","94,53%","0,00%","5,47%",166567,NLH,,,
09/03/2026,122839,willismael,CAMPANHA 1,0,0,0, R$  -   ,,,,122839,NLH,,,
09/03/2026,165284,Stu Ivey,CAMPANHA 1,"0,19","2,7",0," R$  2,89 ","6,57%","93,43%","0,00%",165284,MTT,,,
09/03/2026,174170,Costela_07,CAMPANHA 1,"4,68",0,"0,5"," R$  5,18 ","90,35%","0,00%","9,65%",174170,NLH,,,
09/03/2026,175644,Tilas-Key,CAMPANHA 1,"5,4",4,0," R$  9,40 ","57,45%","42,55%","0,00%",175644,NLH,,,
09/03/2026,188417,pix188417,CAMPANHA 1,0,0,0, R$  -   ,,,,188417,NLH,,,
09/03/2026,189449,AaNuts013_,CAMPANHA 1,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",189449,MTT,,,
09/03/2026,163140,JOKER CRAZY,CAMPANHA 1,"10,66",0,"0,53"," R$  11,19 ","95,26%","0,00%","4,74%",163140,NLH,,,
09/03/2026,104971,0 maS be$tA,CAMPANHA 1,"0,19",0,0," R$  0,19 ","100,00%","0,00%","0,00%",104971,NLH,,,
09/03/2026,192683,Dandanmau,CAMPANHA 1,0,0,0, R$  -   ,,,,192683,NLH,,,
09/03/2026,165834,PLINIO RAFAEL,CAMPANHA 1,"0,35",0,0," R$  0,35 ","100,00%","0,00%","0,00%",165834,NLH,,,
09/03/2026,177513,kaballah,CAMPANHA 1,"8,23","0,2",0," R$  8,43 ","97,63%","2,37%","0,00%",177513,NLH,,,
09/03/2026,174486,vemdelimp,CAMPANHA 1,0,"0,1",0," R$  0,10 ","0,00%","100,00%","0,00%",174486,MTT,,,
09/03/2026,185661,Leandromensen,CAMPANHA 1,0,0,0, R$  -   ,,,,185661,NLH,,,
09/03/2026,191062,claytonpi,CAMPANHA 1,0,0,0, R$  -   ,,,,191062,NLH,,,
09/03/2026,161754,Akhenatom,CAMPANHA 1,0,0,0, R$  -   ,,,,161754,NLH,,,
09/03/2026,183079,pix183079,CAMPANHA 1,0,0,0, R$  -   ,,,,183079,NLH,,,
09/03/2026,174775,pix174775,CAMPANHA 1,0,0,0, R$  -   ,,,,174775,NLH,,,
09/03/2026,164207,pix164207,CAMPANHA 1,0,0,0, R$  -   ,,,,164207,NLH,,,
09/03/2026,166402,Colares14chofer,CAMPANHA 1,0,"1,1",0," R$  1,10 ","0,00%","100,00%","0,00%",166402,MTT,,,
09/03/2026,184940,Allex066,CAMPANHA 1,0,0,0, R$  -   ,,,,184940,NLH,,,
09/03/2026,170235,pix170235,CAMPANHA 1,0,0,0, R$  -   ,,,,170235,NLH,,,
09/03/2026,130461,8ito,CAMPANHA 1,"5,34","0,1",0," R$  5,44 ","98,16%","1,84%","0,00%",130461,NLH,,,
09/03/2026,178325,MariaLeticia,CAMPANHA 1,0,0,0, R$  -   ,,,,178325,NLH,,,
09/03/2026,164351,pix164351,CAMPANHA 1,0,0,0, R$  -   ,,,,164351,NLH,,,
